CRD,name,owner type,title,date aquired,ownership code,control,public reporting,owner crd
3403,"WACHT, HARVEY",I,PRINCIPAL AND SENIOR FINANCIAL ADVISOR,01/2003,A,Y,N,456036
3403,"SHUFRO, GREGORY, DAVID",I,PRINCIPAL AND SENIOR FINANCIAL ADVISOR,04/2008,B,Y,N,4718283
3403,"KAMINSKY, Tonia",I,PRINCIPAL AND SENIOR FINANCIAL ADVISOR,04/2009,B,Y,N,4134855
3403,"ARYA, VIBHAW, KUMAR",I,CHIEF OPERATING OFFICER,04/2017,NA,Y,N,4285210
3403,"WILKENS, JOHN, ALAN",I,"CHIEF FINANCIAL OFFICER, CHIEF COMPLIANCE OFFICER",10/2018,NA,Y,N,2728545
3441,"SCHULTE, TIMOTHY EUGENE",I,"CHAIRMAN OF THE BOARD, DIRECTOR",01/2010,B,Y,N,1869986
3441,"DEUTSCH, STEWART JAMES JR",I,"PRESIDENT, CHIEF EXECTIVE OFFICER, DIRECTOR",01/2003,B,Y,N,2537447
3441,"IWERSEN-NIEMANN, JULIANNE CATHERINE",I,VICE PRESIDENT,11/2010,B,N,N,861067
3441,"SCHMIDT, KENT CHARLES",I,"EXECUTIVE VICE PRESIDENT, DIRECTOR",05/2011,NA,Y,N,2153325
3441,"RHYNER, RANDALL PAUL",I,"EXECUTIVE VICE PRESIDENT, DIRECTOR",01/2015,NA,Y,N,2443274
3441,"TOGNOZZI, AMY LYNN",I,"CHIEF FINANCIAL OFFICER, FINOP",03/2017,NA,Y,N,6486826
3441,"PERRYMAN, JARET DALIN",I,CHIEF COMPLIANCE OFFICER,04/2022,NA,Y,N,3034594
3441,"HAKE, CHRISTINA SUE",I,"SECRETARY, DIRECTOR",08/2022,NA,Y,N,2386157
3441,"KRAFT, BARBARA ANN",I,CHIEF OPERATING OFFICER,08/2022,NA,Y,N,1225082
3487,"TIPSORD, MICHAEL, LEON",I,CHAIRPERSON OF THE BOARD,10/2023,NA,Y,N,1943922
3487,STATE FARM LIFE INSURANCE COMPANY,DE,OWNER,09/2023,E,Y,N,
3487,"SMITH, PAUL, JOSEPH",I,SR. VICE PRESIDENT & DIRECTOR,03/2011,NA,Y,N,4971235
3487,"MONK, JOSEPH, RILEY",I,PRESIDENT,10/2023,NA,Y,N,1357149
3487,"LUDWIG, TERRENCE, MICHAEL",I,CHIEF COMPLIANCE OFFICER & TREASURER,02/2018,NA,Y,N,3231040
3487,"HINTZ, SCOTT, ALEXANDER",I,VICE PRESIDENT - FINANCIAL AND SECRETARY,12/2018,NA,Y,N,2004555
3487,"MINEAU, SARAH",I,VICE PRESIDENT & DIRECTOR,03/2021,NA,Y,N,4634160
3487,"COOK, KRISTYN",I,SR. VICE PRESIDENT & DIRECTOR,01/2023,NA,Y,N,4215717
3496,"STEPHENS, WARREN AMERINE",I,PRESIDENT/CEO/CHAIRMAN,06/1985,NA,Y,N,1033710
3496,"BRADBURY, CURTIS FRANKLIN JR",I,"SR EXEC VP, VICE CHAIRMAN",05/2023,NA,Y,N,810347
3496,"DORAMUS, MARK CHRISTOPHER",I,SENIOR EXECUTIVE VICE PRESIDENT/CFO/SECRETARY/TREASURER,01/2006,NA,Y,N,1888235
3496,"HINES, ZOE ANN",I,"EXECUTIVE VP, ASSISTANT CFO & CONTROLLER, DESIGNATED NYSE CHIEF OPERATIONS OFFICER",01/2005,NA,N,N,709945
3496,SI HOLDINGS INC.,DE,SHAREHOLDER COMMON,09/2006,E,Y,N,
3496,"CHANEY, DONALD LAWRENCE",I,SENIOR VICE PRESIDENT AND CHIEF COMPLIANCE OFFICER - BROKER DEALER/INVESTMENT ADVISOR,07/2015,NA,N,N,4341765
3496,"MAYO, RACHEL ELIZABETH MONDL",I,EXECUTIVE VICE PRESIDENT/GENERAL COUNSEL,07/2022,NA,N,N,7341761
3496,"EICHLER, JOSEPH BRADFORD",I,"SR EXEC VP, CHIEF OPERATING OFFICER, DIRECTOR",05/2023,NA,Y,N,1999320
3524,"ABELSON, HIRSCHEL, B",I,CHAIRMAN,11/1966,C,Y,N,290
3524,"ABELSON, ADAM, SAMUEL",I,CHIEF INVESTMENT OFFICER,11/1999,B,Y,N,3074620
3524,"LUSTIG, ANDREA, BAUMANN",I,PRESIDENT,02/2003,B,Y,N,1207387
3524,"PACCIONE, JOANN",I,CHIEF COMPLIANCE OFFICER,09/2004,NA,Y,N,4894016
3538,"KANSAS CITY LIFE INSURANCE COMPANY, INC.",DE,PARENT COMPANY - OWNER,07/1995,E,Y,Y,
3538,"BIXBY, ROBERT PHILIP",I,DIRECTOR,03/1998,NA,Y,N,2109740
3538,"BIXBY, WALTER EDWIN III",I,DIRECTOR,10/1995,NA,Y,N,2687392
3538,"ULLOM, KELLY TODD",I,VICE PRESIDENT - EXECUTIVE OFFICER,04/2012,NA,N,N,1569201
3538,"DENNEY, SUSANNA JAYNE",I,"VICE PRESIDENT - CHIEF OPERATIONS OFFICER, RIA CHIEF COMPLIANCE OFFICER",08/2005,NA,N,N,2467520
3538,"BRANDT, JANICE LEE",I,ASSISTANT VICE PRESIDENT - INTERIM CHIEF COMPLIANCE OFFICER BROKER/DEALER,04/2012,NA,N,N,3232016
3538,"KREBS, DONALD EUGENE",I,DIRECTOR,04/2001,NA,Y,N,2276813
3538,"MASON, ALAN CRAIG JR",I,"SECRETARY, DIRECTOR",01/2008,NA,Y,N,
3538,"LAIRD, DAVID ARNOLD",I,TREASURER,12/2007,NA,N,N,
3538,"MILTON, MARK ALAN",I,DIRECTOR,04/2010,NA,Y,N,2155553
3538,"TRACZYK, ERIC RONALD",I,FINOP,06/2013,NA,N,N,5779348
3538,"KNAPP, TRACY WAYNE",I,DIRECTOR,10/2013,NA,Y,N,6273190
3618,"PICTOR, WILLIAM ROBERT",I,CHIEF COMPLIANCE OFFICER,01/1998,B,Y,N,858533
3618,"SHEETS, MICHAEL FORMAN",I,"VICE PRESIDENT, FINOP, & CFO",01/1998,NA,Y,N,734238
3618,"BOWEN, JEFFREY ALLAN",I,"VICE PRESIDENT, SROP, CROP",12/1991,A,Y,N,832583
3618,"TURK, THOMAS RICHARD",I,VICE PRESIDENT,10/2009,B,Y,N,723048
3618,"GELO, CHARLES ERNEST",I,VICE PRESIDENT,04/2009,B,Y,N,2356060
3618,"SHINE, JOHN DAVID",I,"PRESIDENT, BRANCH MANAGER, & CEO",07/2022,B,Y,N,6416650
3618,"VERBANIC, NICHOLAS",I,VICE PRESIDENT,02/2023,A,N,N,2229305
3641,"FIRST COMMAND FINANCIAL SERVICES, INC.",DE,STOCKHOLDER/OWNER,12/2000,E,Y,N,
3641,"SIMPSON, HUGH ALAN",I,EXEC VICE PRES/GENERAL COUNSEL/SECRETARY,01/2007,NA,Y,N,5018519
3641,"MORRISON, MICHAEL FRANCIS",I,CFO/EXEC VICE PRES/DIRECTOR,01/2007,NA,Y,N,2776837
3641,"SPIKER, JOHN SCOTT",I,PRESIDENT/CHIEF EXECUTIVE OFFICER,09/2007,NA,Y,N,2483196
3641,"WACKERHAGEN, JERRY ALAN",I,"EXEC VICE PRESIDENT , OPERATIONS AND TECHNOLOGY",01/2013,NA,Y,N,5882589
3641,"SARDHARWALA, MURTAZA ABBAS",I,"VICE PRESIDENT, CO-CHIEF COMPLIANCE OFFICER",06/2014,NA,Y,N,3237773
3641,"HAMMOND, VERONICA DENISE",I,"DIRECTOR, CO-CHIEF COMPLIANCE OFFICER",06/2014,NA,Y,N,4002219
3641,"STEFFE, MARK DUANE",I,"EXEC VICE PRESIDENT, NATIONAL DIRECTOR, ADVISOR OPERATIONS",03/2010,NA,Y,N,2204689
3711,"POINTER, DAVID, TAYLOR",I,PARTNER,01/2000,C,Y,N,1044827
3711,"WHEALDON, MICHAEL, BURTON",I,PARTNER,01/2000,B,Y,N,1277324
3711,"BURLINGAME, JULIA, WATERS",I,CHIEF COMPLIANCE OFFICER,01/2009,NA,Y,N,1819993
3711,"MONTGOMERY, JONATHAN, BALDWIN",I,CO-MANAGING PARTNER,01/2020,B,Y,N,4356767
3711,"WAKEMAN, DEVIN, JOHN",I,CO-MANAGING PARTNER,01/2020,B,Y,N,5435505
3711,"EAGAN, LEE, REISS",I,PARTNER,01/2022,B,Y,N,6233912
3767,"WILEY III, DAVID WARREN III",I,CO-PRESIDENT,08/2023,NA,Y,N,720094
3767,"STEVENS, ALYSON MENCIO",I,CHIEF COMPLIANCE OFFICER - ADVISORY BUSINESS,05/2017,NA,N,N,5451096
3767,"IDOL, KALEY PORTER",I,CHIEF COMPLIANCE OFFICER,12/2021,NA,N,N,6950052
3767,"SAMOL, ANGELA TURNER",I,FINOP,01/2023,NA,N,N,2721396
3767,"AMPERSAND PARTNERS, LLC",DE,OWNER,08/2023,E,N,N,
3767,"COOPER, CHYRLAN ELIZABETH",I,COO,08/2023,NA,N,N,4160240
3767,"NELSON, RICHARD SCOTT",I,CFO,08/2023,NA,N,N,5014790
3767,"ALEXANDER, JOHN W",I,CO-PRESIDENT,08/2023,NA,Y,N,2327561
3767,"KOWACH, DAVID JOHN",I,CEO,08/2023,NA,Y,N,2154665
3866,"ZELLERHOFF, MARK CHRISTOPHER",I,SENIOR VICE PRESIDENT OF OPERATIONS,02/2020,NA,Y,N,2853977
3866,"SIMS, JEFFREY SCOTT",I,"CFO, PRINCIPAL FINANCIAL OFFICER, PRINCIPAL OPERATIONS OFFICER",03/2015,NA,Y,N,3247374
3866,"HARRINGTON, LINDA LEE",I,VICE PRESIDENT OF ADVISORY COMPLIANCE,08/2017,NA,Y,N,4173014
3866,"FORD, ERINN JUNE",I,PRESIDENT & CEO,04/2019,NA,Y,N,2176816
3866,"BRETON, BERNARD ANDRE",I,CHIEF COMPLIANCE OFFICER,03/2020,NA,Y,N,2030660
3866,"ADVISOR GROUP HOLDINGS, INC.",DE,SHAREHOLDER,05/2020,E,Y,N,
3870,LINCOLN NATIONAL CORPORATION,DE,PARENT COMPANY,03/2007,E,Y,Y,
3870,"BERKOWITZ, DAVID S",I,SENIOR VICE PRESIDENT AND DIRECTOR,06/2012,NA,Y,N,4666532
3870,"DIMONDA, JOHN ROBERT",I,SENIOR VICE PRESIDENT,01/2013,NA,Y,N,1805436
3870,"MOSER, JAMES STAFFORD",I,PRESIDENT AND DIRECTOR,04/2019,NA,Y,N,2340942
3870,"CAMPBELL, CLAUDE A.",I,ASSISTANT VICE PRESIDENT AND AML OFFICER,06/2018,NA,Y,N,5342571
3870,"SHEFTIC, JEFFREY JUDE",I,"VICE PRESIDENT, CHIEF OPERATIONS OFFICER",03/2021,NA,Y,N,1881657
3870,"HALLIDAY, MARION STARK",I,"VICE PRESIDENT, CHIEF RISK OFFICER AND DIRECTOR",05/2023,NA,Y,N,4598752
3870,"WALTERS, EDWARD NIGEL",I,SENIOR VICE PRESIDENT,08/2019,NA,Y,N,2391434
3870,"CHRYSSIKOS, PAUL TELEMAC",I,SENIOR VICE PRESIDENT AND CHIEF LEGAL OFFICER,06/2020,NA,Y,N,7263748
3870,"GIBSON, JASON MICHAEL",I,"VICE PRESIDENT AND CHIEF COMPLIANCE OFFICER, DISTRIBUTION",04/2022,NA,Y,N,3081880
3870,"OMORUYI, MEGAN",I,"ASSISTANT VICE PRESIDENT, FINANCIAL AND OPERATIONS PRINCIPAL",12/2023,NA,Y,N,7803022
3875,BRIGHTON SECURITIES HOLDINGS INC,DE,OWNER,01/2018,E,Y,N,
3875,"CONBOY, GEORGE THOMAS",I,CHAIRMAN,01/2018,NA,Y,N,1283395
3875,"ALBERTS, LORI ANN",I,CCO,01/2019,NA,N,N,
3875,"CONBOY, GEORGE THOMAS",I,CEO,12/2021,NA,Y,N,1283395
3978,THE LINCOLN NATIONAL LIFE INSURANCE COMPANY,DE,SHAREHOLDER,11/2002,E,Y,N,
3978,"BERKOWITZ, DAVID S",I,PRESIDENT AND DIRECTOR,06/2012,NA,Y,N,4666532
3978,"DIMONDA, JOHN ROBERT",I,SENIOR VICE PRESIDENT AND DIRECTOR,03/2021,NA,Y,N,1805436
3978,"CAMPBELL, CLAUDE A.",I,ASSISTANT VICE PRESIDENT AND AML OFFICER,06/2018,NA,Y,N,5342571
3978,"SHEFTIC, JEFFREY JUDE",I,"VICE PRESIDENT, CHIEF OPERATIONS OFFICER",03/2021,NA,Y,N,1881657
3978,"HALLIDAY, MARION STARK",I,"VICE PRESIDENT, CHIEF RISK OFFICER AND DIRECTOR",05/2023,NA,Y,N,4598752
3978,"WALTERS, EDWARD NIGEL",I,SENIOR VICE PRESIDENT,08/2019,NA,Y,N,2391434
3978,"CHRYSSIKOS, PAUL TELEMAC",I,SENIOR VICE PRESIDENT AND CHIEF LEGAL OFFICER,06/2020,NA,Y,N,7263748
3978,"GIBSON, JASON MICHAEL",I,"VICE PRESIDENT AND CHIEF COMPLIANCE OFFICER, DISTRIBUTION",04/2022,NA,Y,N,3081880
3978,"OMORUYI, MEGAN",I,"ASSISTANT VICE PRESIDENT, FINANCIAL AND OPERATIONS PRINCIPAL",12/2023,NA,Y,N,7803022
3989,VOYA RETIREMENT INSURANCE AND ANNUITY COMPANY,DE,SOLE MEMBER OF APPLICANT,12/2019,E,Y,N,
3989,"WHITE, JASON, MICHAEL",I,MANAGING DIRECTOR,04/2022,NA,Y,N,4768088
3989,"EASTON, STEPHEN, JOSEPH",I,CHIEF COMPLIANCE OFFICER,09/2022,NA,Y,N,3150168
3989,"KELLEY, MEREDITH P",I,CHIEF FINANCIAL OFFICER,07/2023,NA,N,N,
3994,"GOLDFARB, ROBERT, DAVID",I,SHAREHOLDER,11/2005,B,N,N,224217
3994,"ALEXANDER, GREGORY",I,SHAREHOLDER,01/2004,B,N,N,1545329
3994,"POPPE, DAVID, MARTIN",I,CEO & PRESIDENT,11/2005,B,Y,N,1600359
3994,"SLOYER, MICHAEL, N",I,GENERAL COUNSEL & CCO,01/2014,NA,Y,N,5489166
3994,"GOODRICH, WENDY, D",I,EXECUTIVE VICE PRESIDENT,11/2016,NA,Y,N,5255000
3994,JOHN B. HARRIS 1998 TRUST,DE,SHAREHOLDER,04/2017,B,N,N,
3994,"HARRIS, JOHN, BROOKS",I,TRUSTEE OF JOHN B. HARRIS 1998 TRUST,04/2017,B,N,N,3271614
3994,"STEINMETZ, GREGORY, WILLIAM",I,SHAREHOLDER,04/2017,A,N,N,5064100
3994,"GOKGOL-KLINE, ARMAN, CENGIZ",I,SHAREHOLDER,04/2017,A,N,N,4284341
3994,"MAGYAR, TREVOR, RYAN",I,SHAREHOLDER,04/2017,A,N,N,3271584
3994,"SHERIDAN, DAVID, CHASE",I,SHAREHOLDER,04/2017,A,N,N,2380861
3994,"Harris, King, William Wishbone",I,TRUSTEE OF JOHN B. HARRIS 1998 TRUST,04/2017,B,N,N,6636966
3994,"Dennis, Patrick, Lewis",I,CHIEF FINANCIAL OFFICER,11/2017,NA,Y,N,6583737
3998,"BUTTERFIELD, JOHN CLARK",I,"PRESIDENT,CCO",12/1983,E,Y,N,872760
3998,"THAYER, TIMOTHY MARK",I,VICE PRESIDENT/PRINCIPAL,08/2000,NA,Y,N,1241930
3998,"BUTTERFIELD, JASON JOHN",I,OWNER,12/2016,NA,N,N,5416792
3998,"BUTTERFIELD, BENJAMIN RYAN",I,OWNER,12/2016,NA,N,N,6603229
3998,"BUTTERFIELD, NICHOLAS JACOB",I,OWNER,12/2016,NA,N,N,6175043
3998,"BUTTERFIELD, TYLER CLARK",I,OWNER,12/2016,NA,N,N,6741546
4031,THE PENN MUTUAL LIFE INSURANCE COMPANY,DE,SHAREHOLDER,06/2005,E,Y,N,
4031,"HARRIS, THOMAS H",I,MANAGER,01/2011,NA,Y,N,1760593
4031,"ROBINSON, VICTORIA MARIE",I,"CHIEF COMPLIANCE OFFICER, MANAGER",08/2019,NA,N,N,4556827
4031,"MASON, ANN-MARIE",I,CHIEF LEGAL OFFICER AND SECRETARY,01/2021,NA,N,N,7145020
4031,"O'MALLEY, DAVID MICHAEL",I,CHAIRMAN AND MANAGER,04/2021,NA,N,N,4468593
4031,"DALAWAI NARAYANSWAMY, KARTHICK",I,MANAGER,04/2021,NA,N,N,7362345
4031,"HUCKERBY, KEITH GORDON",I,MANAGER,04/2021,NA,N,N,2641591
4031,"GORDON, AARON J",I,"PRESIDENT, MANAGER",09/2021,NA,Y,N,4409582
4031,"LEDER, CRISTINA MARIE",I,FINOP,03/2022,NA,N,N,6127085
4138,"AON GROUP, INC.",DE,SHAREHOLDER,05/1998,E,Y,N,
4138,"EHRHART, BRYON GERARD",I,DIRECTOR (05/2002),05/2002,NA,Y,N,2932770
4138,"DELANEY, WILLIAM LEO JR",I,DIRECTOR (01/1999)/PRESIDENT (06/2000)/GENERAL SECURITIES PRINCIPAL (01/2001),01/1999,NA,Y,N,1997937
4138,"SCHULTZ, PAUL THOMAS",I,"DIRECTOR (07/2004), CEO (06/2013)",07/2004,NA,Y,N,2831306
4138,"MACKUNIS, KENNETH JAMES",I,DIRECTOR,09/2012,NA,Y,N,2612504
4138,"MORRIS, GREGORY PAUL",I,CHIEF COMPLIANCE OFFICER,01/2016,NA,N,N,1317320
4138,"SULLIVAN, BRIAN PATRICK",I,"DIRECTOR, CFO, PRINCIPAL FINANCIAL OFFICER, PRINCIPAL OPERATIONS OFFICER",10/2018,NA,N,N,6861117
4138,"AS HOLDINGS, INC.",DE,SHAREHOLDER,12/2018,A,N,N,
4138,"CHAMBLEY, JEFFREY TODD",I,DIRECTOR,07/2022,NA,Y,N,3129456
4138,"MONAGHAN, KATHLEEN NICOLE",I,DIRECTOR,07/2022,NA,Y,N,6833059
4138,"PENNAY, RICHARD ERIK CHARLES",I,DIRECTOR,07/2022,NA,Y,N,5475857
4138,"WARD, BRYAN RICHARD",I,DIRECTOR,07/2022,NA,Y,N,3107835
4173,AMERICAN UNITED LIFE INSURANCE COMPANY,DE,PARENT,06/1969,E,Y,N,
4173,"ZEIGLER, JOHN WILLIAM",I,"VICE PRESIDENT, INSURANCE",10/2000,NA,Y,N,2320374
4173,"BURNS, TERRY WADE",I,DIRECTOR,03/2014,NA,Y,N,4680631
4173,"FLEETWOOD, MATTHEW THOMAS",I,CHAIRMAN OF THE BOARD/PRESIDENT/CEO/DIRECTOR,11/2015,NA,Y, ,4109266
4173,"HARTLEY, BRYAN KEITH",I,FINOP,03/2015,NA,Y,N,5664171
4173,"SMILEY, ERIC DAVID",I,"VP, DIRECTOR OF OPERATIONS",02/2015,NA,Y,N,2978413
4173,"MCGOFF, SEAN PATRICK",I,CHIEF COUNSEL & SECRETARY,03/2023,NA,Y,N,5801826
4173,"CAYETANO, NICHOLAS ADAM",I,AML OFFICER,03/2020,NA,Y,N,7237505
4173,"SANDELSKI, DENNIS JOSEPH",I,"AVP, TAX",05/2020,NA,Y,N,7244469
4173,"SNYDER, DANIEL R",I,TREASURER,03/2021,NA,Y,N,7318687
4173,"BICKEL, KORY LLOYD",I,CHIEF COMPLIANCE OFFICER,03/2023,NA,Y,N,5424722
4173,"JUNKER, DAVID A",I,DIRECTOR,03/2023,NA,Y,N,2442538
4297,"NOMURA HOLDING AMERICA, INC.",DE,SHAREHOLDER,04/1989,E,Y, ,
4297,"WEBB, FARON ROSS",I,"CHIEF LEGAL OFFICER, GENERAL COUNSEL, SECRETARY & MANAGING DIRECTOR",07/2022,NA,Y,N,2452057
4297,"UNGER, LAURA SIMONE",I,BOARD OF DIRECTORS,01/2015,NA,Y,N,6452517
4297,"ALOUPIS, STEVEN NICHOLAS",I,"CO-CHIEF EXECUTIVE OFFICER, BOARD OF DIRECTORS & MANAGING DIRECTOR",04/2021,NA,Y,N,2498339
4297,"HUGHES, WILLIAM FRANCIS JR",I,CHIEF OPERATIONS OFFICER & MANAGING DIRECTOR,09/2018,NA,Y,N,1666328
4297,"CHIULLI, EUGENE JAMES",I,CHIEF FINANCIAL OFFICER & MANAGING DIRECTOR,04/2019,NA,Y,N,2976702
4297,"GIANCARLO, JAMES CHRISTOPHER",I,BOARD OF DIRECTORS,06/2021,NA,Y,N,7414068
4297,"KAWAMURA, SATOSHI",I,"CEO, PRESIDENT, SENIOR MANAGING DIRECTOR & BOARD OF DIRECTORS",11/2021,NA,Y,N,7533044
4297,"DUMARK, GREGORY JAMES",I,CHIEF COMPLIANCE OFFICER AND MANAGING DIRECTOR,07/2022,NA,Y,N,5593904
4297,"PRIMIANO, VINCENT ANTHONY",I,CO-CHIEF EXECUTIVE OFFICER & MANAGING DIRECTOR,10/2022,NA,Y,N,2123603
4316,"ZIV, PETER GORDON",I,"PRESIDENT, SROP/CROP, CHIEF COMPLIANCE OFFICER",01/2004,E,Y,N,1178100
4316,"LAMBERT, PAMELA R",I,FINANCIAL AND OPERATIONS PRINCIPAL,07/2014,NA,Y, ,4373088
5009,"DONAHUE, THOMAS ROBERT",I,EXECUTIVE VICE PRESIDENT AND DIRECTOR,01/2000,NA,N,N,2766434
5009,"FII HOLDINGS, INC.",DE,OWNER,03/1999,E,Y,N,
5009,"GERMAIN, PETER JOSEPH",I,DIRECTOR/VICE PRESIDENT,07/2004,NA,Y,N,4152014
5009,"NOVAK, RICHARD ANTHONY",I,TREASURER,04/2013,NA,N,N,2901271
5009,"UHLMAN, PAUL ADAM",I,DIRECTOR AND PRESIDENT,06/2016,NA,Y,N,2043674
5009,"MOORE, KARY ANNE",I,SECRETARY,09/2011,NA,N,N,5989808
5009,"EISENBRANDT, PETER WILLIAM",I,EXECUTIVE VICE PRESIDENT,03/2015,NA,N,N,1676319
5009,"VAN METER, STEPHEN PAUL",I,CHIEF COMPLIANCE OFFICER,07/2015,NA,Y,N,6020413
5009,"SENCHAK, FRANK CARL",I,DIRECTOR,03/2016,NA,N,N,6683477
5009,"BOUGHTON, JEREMY DALE",I,"ASSISTANT TREASURER, FINANCIAL OPERATIONS OFFICER & PRINCIPAL FINANCIAL OFFICER",04/2013,NA,N,N,6252616
5009,"MICHALISZYN, AMY MAE",I,EXECUTIVE VICE PRESIDENT,03/2021,NA,N,N,1069515
5009,"RONAYNE, BRIAN SEAN",I,EXECUTIVE VICE PRESIDENT,03/2021,NA,N,N,2158279
5009,"ARONSOHN, JEFF DAVIS JR",I,COMPLIANCE OFFICER,04/2021,NA,N,N,5414359
5148,"ANDERSON, JOHN EDWARD",I,PRESIDENT,05/1970,D,Y,N,5217
5148,"OVERCASH, DANIEL RAY JR",I,CHIEF EXECUTIVE OFFICER,05/1970,D,Y,N,354430
5148,"OVERCASH, DANIEL RAY JR",I,CHIEF COMPLIANCE OFFICER,11/2004,D,Y,N,354430
5148,"CARNAHAN, GIZELLE MARIE",I,SECRETARY,10/2012,NA,N,N,4411194
5155,LEDGE END CORP.,DE,OWNER,12/2001,E,N,N,
5155,"UNSWORTH, DAVID WOODS JR",I,"CHAIRMAN, CCO, CEO & PRESIDENT",06/2012,NA,Y,N,1609040
5308,"FBL FINANCIAL SERVICES, INC.",DE,OWNER,01/1985,E,Y,N,
5308,"MORGAN, JENNIFER, LEA",I,CHIEF COMPLIANCE OFFICER & SECRETARY,01/2011,NA,Y,N,2550729
5308,"BEEBE, LAURA, KELLEN",I,DIR INVESTMENT ADMINISTRATION & DIRECTOR,03/2014,NA,Y,N,1866446
5308,"SANDBULTE, MARK, LLOYD",I,PORTFOLIO STRATEGY VICE PRESIDENT & DIRECTOR,03/2014,NA,Y,N,4409387
5308,"MAY, CLINT, JAMES",I,SR. COUNSEL,03/2015,NA,Y,N,4129595
5308,"ALDRIDGE, ANTHONY, JAMES",I,"CHIEF ACCOUNTING OFFICER, TREASURER & DIRECTOR",04/2018,NA,Y,N,5999478
5308,"WHITEHEAD, JEFF, A",I,"PRESIDENT, CHIEF INVESTMENT OFFICER AND DIRECTOR",08/2020,NA,Y,N,3223746
5393,"SCHWAB HOLDINGS, INC.",DE,100% OWNER,01/1983,E,Y,N,
5393,"ARMELI, BARBARA JEAN",I,MANAGING DIRECTOR AND BROKER DEALER CHIEF COMPLIANCE OFFICER,02/2018,NA,Y,N,2029572
5393,"CRAWFORD, PETER BROOKS",I,MANAGING DIRECTOR AND CHIEF FINANCIAL OFFICER,05/2017,NA,Y,N,4453142
5393,"HOWARD, DENNIS WILLARD",I,MANAGING DIRECTOR AND CHIEF INFORMATION OFFICER,05/2017,NA,N,N,6403083
5393,"STARR, JEFFREY HAROLD",I,"MANAGING DIRECTOR, OPERATIONAL SERVICES",01/2020,NA,Y,N,4700461
5393,"WURSTER, RICHARD A",I,PRESIDENT,10/2021,NA,Y,N,6638804
5393,"NICHOLS, CHARLES",I,MANAGING DIRECTOR AND INVESTMENT ADVISOR CHIEF COMPLIANCE OFFICER,07/2023,NA,Y,N,4811434
5475,USAA INVESTMENT CORPORATION (PARENT CO.),DE,SHAREHOLDER,10/1992,E,Y,N,
5475,"WHITE, WILLIAM SWEENEY",I,"PRESIDENT, VICE-CHAIRMAN, DIRECTOR",02/2020,NA,Y,N,4843743
5475,"MUIR, JAMES DYER",I,CHIEF COMPLIANCE OFFICER,02/2018,NA,Y,N,2801996
5475,"FLORES, JENNIFER MARGRET",I,FINOP AND PRINCIPAL FINANCIAL OFFICER,10/2019,NA,N,N,4175069
5475,"BORDOVSKY, AUBREY LAWRENCE JR",I,ASSISTANT VICE PRESIDENT AND PRINCIPAL OPERATIONS OFFICER,10/2019,NA,Y,N,2715508
5475,"BEALL, KEVIN DOUGLAS",I,"ASSISTANT VICE PRESIDENT, DIRECTOR",05/2020,NA,Y,N,4202452
5475,"STORK, MARY ELIZABETH",I,"DIRECTOR, SENIOR VICE PRESIDENT",05/2020,NA,Y,N,2960253
5475,"HANKS, KAREN ELIZABETH",I,"DIRECTOR, VICE PRESIDENT",08/2020,NA,Y,N,2883762
5475,"CARTER, BRANDON DANE",I,"DIRECTOR, CHAIRMAN OF THE BOARD",03/2021,NA,Y,N,2939393
5475,"CIAS, FRANK",I,CHIEF LEGAL OFFICER,03/2023,NA,Y,N,6762943
5475,"MATTHYS, SHEILA ANNE",I,SECRETARY,09/2023,NA,N,N,4268598
5493,"CONTI, ROBERT JOHN",I,PRESIDENT & CEO,12/2008,NA,Y,N,1266599
5493,"CETRON, BRAD ELLIOT",I,"MANAGING DIRECTOR, CHIEF COMPLIANCE OFFICER, DIRECTOR OF COMPLIANCE - B/D",02/2006,NA,N, ,4040222
5493,"WILLIAMS, CHAMAINE NATHALEE",I,"SENIOR VICE PRESIDENT, CHIEF COMPLIANCE OFFICER, DIRECTOR OF COMPLIANCE - I/A",02/2006,NA,N,N,2628906
5493,"AMATO, JOSEPH VINCENT",I,"CEO & PRESIDENT NB HOLDINGS LLC, SOLE MEMBER OF REGISTRANT AND CHIEF INVESTMENT OFFICER-EQUITIES",08/2008,NA,Y,N,2210305
5493,"TANK, BRADLEY CURTIS",I,"MANAGING DIRECTOR, CIO FIXED INCOME",12/2008,NA,Y,N,1060650
5493,NEUBERGER BERMAN INVESTMENT ADVISERS LLC,DE,MEMBER,01/2016,E,Y,N,124687
5493,"AINSWORTH, JASON RYAN",I,"MANAGING DIRECTOR, BRANCH OFFICE MANAGER, TEXAS",05/2010,NA,Y,N,2603762
5493,"DEMPSEY, JAMES J",I,"SENIOR VICE PRESIDENT, CHIEF FINANCIAL OFFICER AND TREASURER",03/2012,NA,Y,N,1371700
5493,"ALLARD, ANDREW BRIAN",I,"SENIOR VICE PRESIDENT, GENERAL COUNSEL",01/2013,NA,N,N,2531561
5606,"KLIMEK, STANLEY ALLEN",I,PRESIDENT/CEO/CCO,04/1990,E,Y,N,271757
5611,"INTELLIGENICS, INC.",DE,HOLDING COMPANY/STOCKHOLDER,07/2013,E,N,N,
5611,"LEGASPY, CARLOS JAVIER",I,"PRINCIPAL, PRESIDENT, CEO",04/2020,NA,Y,N,2148751
